mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz
20.927137,30.332743,12.732501,11.406751,0.0,0.0
22.095549,31.551168,16.22963,10.635083,0.0,0.0
23.355001,31.613611,15.838834,6.631676,0.0,0.0
22.357893,30.513689,13.977374,2.4495564,0.0,0.0
21.797087,27.464396,11.316413,3.5859597,0.0,0.0
20.791046,25.62554,12.676964,5.6504083,0.0,0.0
20.614136,25.021578,17.377327,10.5457945,0.0,0.0
19.668877,25.355505,17.654655,11.31342,0.0,0.0
19.91408,26.595108,18.001501,14.850598,0.0,0.0
21.924612,26.806314,16.038702,10.692819,0.0,0.0
24.374655,27.714357,13.515433,5.7663765,0.0,0.0
24.76095,25.474634,9.570909,-1.0148479,0.0,0.0
23.823435,24.980598,7.1728706,0.92251754,0.0,0.0
23.193945,25.188684,6.294199,0.9274206,0.0,0.0
23.77762,27.484106,7.6418624,3.7421,0.0,0.0
24.934679,29.499147,10.505966,5.8876405,0.0,0.0
24.280836,26.666365,10.954284,7.5480027,0.0,0.0
23.616304,22.726913,10.403924,7.9249673,0.0,0.0
22.152174,19.064697,8.561578,5.893438,0.0,0.0
21.516062,19.990467,10.327615,6.103873,0.0,0.0
21.67703,23.213036,12.860917,9.397949,0.0,0.0
21.270262,24.119837,12.223588,8.973014,0.0,0.0
21.433533,26.688759,12.452968,10.987811,0.0,0.0
18.617407,28.59532,11.497143,13.258293,0.0,0.0
18.384325,30.900452,12.725918,16.559656,0.0,0.0
18.034077,31.598541,15.256406,15.612618,0.0,0.0
19.993103,30.892076,16.682707,10.998178,0.0,0.0
15.336122,22.653059,25.140299,7.522522,0.0,0.0
12.605498,16.827692,29.37462,10.919933,0.0,0.0
8.642447,10.447643,35.236584,13.191399,0.0,0.0
11.591312,11.954265,31.477152,17.687395,0.0,0.0
12.117622,9.824412,27.379358,18.510204,0.0,0.0
14.049815,9.060014,23.161016,19.254896,0.0,0.0
15.039889,10.506074,23.274673,17.997536,0.0,0.0
17.31475,11.594596,21.298655,13.951493,0.0,0.0
19.840345,13.9309225,17.097746,7.6431866,0.0,0.0
22.194527,15.770187,12.98835,5.2385287,0.0,0.0
24.088701,17.604454,12.137927,-0.7572031,0.0,0.0
25.668749,20.682093,14.081145,-1.2954779,0.0,0.0
26.797058,21.314491,12.084289,-3.8647835,0.0,0.0
26.845915,23.216742,11.730251,-1.5110272,0.0,0.0
26.113203,14.875819,4.6071835,-3.3509133,0.0,0.0
25.366388,7.125132,-0.16423368,-6.3578224,0.0,0.0
23.389273,-4.3904166,-7.431467,-12.830823,0.0,0.0
22.792292,-4.6273236,-7.268022,-12.96207,0.0,0.0
21.980448,-3.799947,-4.5756617,-13.27076,0.0,0.0
22.786203,-0.92301494,-0.35392013,-10.940064,0.0,0.0
22.036074,-0.060796935,6.2929435,-8.968726,0.0,0.0
20.344225,0.3575537,11.323535,-6.810617,0.0,0.0
17.760681,-2.2788413,14.261388,-0.3340335,0.0,0.0
17.380342,-4.570713,13.187528,1.1320562,0.0,0.0
18.465132,-5.0525355,11.503239,3.864171,0.0,0.0
19.775951,-1.1387506,8.859185,-1.0782455,0.0,0.0
20.190788,2.1835442,6.5932574,-6.6022706,0.0,0.0
18.892477,3.2424176,6.5385566,-9.206857,0.0,0.0
18.703966,4.4409223,8.72604,-10.030567,0.0,0.0
17.35153,5.389837,10.4974375,-12.232793,0.0,0.0
17.542578,7.5553803,10.62075,-12.170831,37.65821,0.0
20.947348,10.815478,9.723271,-11.219796,37.811283,0.0
25.57338,12.586884,9.157906,-8.33126,38.040707,0.0
30.634012,12.494256,4.487198,-12.773486,38.062946,0.043010987
