mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz
-4.111627,-0.44712093,2.5658734,2.4669511,0.0,0.0
-2.4849184,2.057595,2.342218,-0.43821874,0.0,0.0
4.7725325,6.8805366,2.299948,-1.0067854,0.0,0.0
16.649569,15.33146,2.9358797,-0.9117796,0.0,0.0
23.066751,21.395966,6.753792,5.0975986,0.0,0.0
22.787073,23.622469,8.929644,5.968183,0.0,0.0
21.46435,23.804304,7.4944854,2.0116646,0.0,0.0
21.704302,24.299139,5.653033,-0.44886842,0.0,0.0
21.947775,25.359245,6.665039,0.9353156,0.0,0.0
23.242334,26.247992,8.631207,3.8771973,0.0,0.0
23.046303,26.458817,8.897838,4.436917,0.0,0.0
23.287073,25.735987,9.369129,5.31496,0.0,0.0
24.036432,25.318558,9.085191,2.5869553,0.0,0.0
23.85463,23.626398,9.256973,1.2640687,0.0,0.0
25.51921,24.948967,9.126874,0.79078364,0.0,0.0
24.815405,25.237337,8.301568,3.0410597,0.0,0.0
23.202164,25.263575,12.556682,5.112329,0.0,0.0
21.360605,24.744104,16.218407,2.2178876,0.0,0.0
20.567053,23.734865,16.67399,1.3283814,0.0,0.0
21.946161,23.592493,14.078282,0.58123136,0.0,0.0
22.216833,24.24359,11.6443205,5.898088,0.0,0.0
22.460875,23.629135,12.946401,5.20793,0.0,0.0
20.304564,23.379026,12.3291445,4.7640977,0.0,0.0
19.499605,22.346628,11.057088,0.94391155,0.0,0.0
19.030275,23.148972,10.32698,2.5180876,0.0,0.0
21.326925,25.844042,9.287089,1.0915852,0.0,0.0
22.04125,28.104696,10.22437,3.3838189,0.0,0.0
23.37665,28.339739,8.32319,5.199779,0.0,0.0
24.397453,28.197174,9.279942,8.788665,0.0,0.0
25.128702,25.842041,7.764746,8.106087,0.0,0.0
24.996946,26.65151,9.617315,6.6493154,0.0,0.0
23.618582,24.926123,11.45102,5.8164234,0.0,0.0
23.42156,25.757774,11.902921,4.955776,0.0,0.0
22.65922,24.710443,12.793065,5.9537454,0.0,0.0
22.253038,25.070587,9.458584,3.6488888,0.0,0.0
22.003891,27.47873,10.084439,4.0932693,0.0,0.0
23.01357,30.068136,9.577817,3.1615508,0.0,0.0
22.994234,29.854368,12.1875725,10.573332,37.044838,0.0
20.319769,22.351217,14.836891,11.368621,37.085323,0.07316235
20.46073,13.986964,19.100822,8.252617,37.169132,0.0759205
21.116858,6.577774,23.08587,-5.18573,37.22871,0.06486777
24.166296,3.5518768,23.093964,-14.925654,37.28409,0.042042673
23.173635,1.1865247,21.5599,-22.135004,37.307438,0.018627742
22.717894,-0.49687755,19.184612,-23.708612,37.25247,0.007358434
23.493856,-1.1996086,19.573847,-21.40451,37.17844,0.005379816
24.818281,-0.41360608,18.92009,-14.773406,37.436794,0.0051083723
26.619402,2.227513,20.8314,-7.882011,37.787537,0.005454269
23.758066,4.0413346,24.171518,-5.3315077,38.442245,0.00447341
21.07442,2.9501972,26.606417,-6.9824233,38.754993,0.02692198
17.47068,0.3264382,26.284151,-10.714558,38.98066,0.028073778
18.252409,-0.54272324,22.149307,-17.050665,38.87678,0.0320754
20.2481,3.2433693,19.635204,-20.31999,38.799335,0.016599374
23.255182,6.727026,17.955744,-21.547714,38.851116,0.020110777
24.795868,11.950707,14.395103,-17.648155,38.81861,0.02011109
23.845678,14.842807,12.478562,-10.88438,38.566334,0.012364965
22.508081,21.277613,12.063693,-3.5913496,38.536713,0.007979706
20.24578,26.00859,12.617608,4.5293446,38.770718,0.004255712
