jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,34.075703,-201.0
0.0,0.0,23.324417,-201.0
0.0,0.0,30.456259,-201.0
0.005861483,12.548214,34.317825,-130.67438
0.017106468,14.94456,31.603369,-127.79477
0.0055237287,11.786799,28.810114,-140.51169
0.0,0.0,32.088898,-201.0
0.0,0.0,30.935946,-201.0
0.0,0.0,21.42975,-201.0
0.0,0.0,20.877653,-201.0
0.0,0.0,25.559149,-201.0
0.0,0.0,25.615015,-201.0
0.0,0.0,23.820679,-201.0
0.0,0.0,32.5466,-201.0
0.0,0.0,33.249107,-201.0
0.0,0.0,26.483013,-201.0
0.0,0.0,32.262142,-201.0
0.0,0.0,31.369726,-201.0
0.0,0.0,33.165035,-201.0
0.0,0.0,33.62673,-201.0
