jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,30.411552,-201.0
0.0,0.0,29.250536,-201.0
0.00089044304,11.012111,26.825478,-132.38127
0.004615741,20.961721,24.943121,-70.79383
0.005847912,24.73863,18.712584,-48.059353
0.006094459,34.21803,21.06105,0.7133265
0.011395478,33.005367,20.64194,2.4776597
0.004796626,32.90259,37.09082,-6.3707805
0.0037047158,33.149666,18.710838,-0.14590275
0.009168573,24.100147,23.707441,-69.82391
0.014581863,23.654228,28.768715,-45.927334
0.030072102,32.13093,36.675873,-12.131471
0.017701445,32.72951,36.80682,-13.576737
0.005082268,32.983418,39.354923,2.5350723
0.0025632645,5.4722214,25.990294,-165.42
0.0,0.0,28.5986,-201.0
0.0,0.0,32.55626,-201.0
0.0,0.0,29.130033,-201.0
0.0,0.0,29.19931,-201.0
0.0,0.0,27.980291,-201.0
