jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,34.070236,-201.0
0.0,0.0,33.682796,-201.0
0.0,0.0,31.776625,-195.85762
0.0,10.149182,28.094934,-126.83749
0.05826443,32.45844,14.78143,0.3945959
0.011873796,31.903383,28.53643,-1.1246493
0.016976072,30.089762,24.140894,0.25036407
0.010104845,25.26964,20.136763,-30.529953
0.010172292,22.798975,18.186987,-54.69901
0.017077392,29.694918,28.705627,-11.001233
0.0046796226,14.827087,30.910912,-99.287025
0.007363789,19.543884,22.13089,-69.44134
0.0077386093,28.1849,23.11035,-1.4018812
0.0055406354,27.848581,22.753035,-3.731053
0.0062683453,16.175768,35.96729,-92.21902
0.0,0.0,23.836412,-201.0
0.0,0.0,20.494574,-201.0
0.0,0.0,27.863281,-201.0
0.0,0.0,22.048967,-201.0
0.0,0.0,31.273348,-201.0
