jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,30.613487,-201.0
0.0,0.0,31.71034,-201.0
0.0,0.0,31.440582,-201.0
0.0,13.338299,28.887661,-137.92201
0.010068469,35.171974,28.024097,-29.484114
0.0,4.8471017,17.748278,-183.71165
0.033602946,45.05645,16.8861,-6.379755
0.027592788,45.538937,26.579903,-16.449059
0.01108575,28.312744,31.871168,-87.87725
0.014693456,14.024474,26.138966,-134.0
0.0,0.0,23.522427,-201.0
0.0,0.0,18.38707,-194.0097
0.011060147,37.676548,24.127087,-68.90755
0.0,0.0,13.263852,-201.0
0.0,0.0,19.047752,-201.0
0.0,0.0,8.784414,-201.0
0.0,0.0,19.4234,-201.0
0.0,0.0,31.008766,-201.0
0.0,0.0,32.0166,-201.0
0.0,0.0,34.27509,-201.0
