jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,31.731165,-201.0
0.0,0.0,32.179432,-201.0
0.0,3.3084946,31.417158,-182.31633
0.03339733,37.932175,22.225527,-1.2904664
0.024834359,29.465715,29.897932,-56.907936
0.015783394,38.64708,24.672901,3.7619524
0.0007886739,11.399237,18.31077,-141.18877
0.020376913,37.10158,23.051973,-12.103613
0.0075343237,35.97098,27.004633,-0.34827137
0.011761843,35.442,32.21781,-5.139133
0.012721688,32.522274,23.611969,-21.233692
0.0,0.0,27.988585,-201.0
0.0,0.0,25.997227,-201.0
0.0,0.0,27.003376,-201.0
0.0,0.0,29.382002,-201.0
0.0,0.0,26.628157,-201.0
0.0,0.0,30.473188,-201.0
0.0,0.0,31.532093,-201.0
0.0,0.0,31.881525,-201.0
0.0,0.0,31.86604,-201.0
