jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,32.000336,-201.0
0.0,0.0,30.99786,-201.0
0.0,0.0,25.500338,-201.0
0.01393627,8.774835,17.599855,-155.36157
0.038658865,7.017078,18.417334,-154.63309
0.008529776,28.757437,15.193618,-86.90783
0.016185876,41.736885,18.833443,-20.294909
0.018527111,37.370235,23.718662,-31.25915
0.0,6.03151,27.985754,-175.85522
0.014748545,32.55566,18.605473,-41.724003
0.0055243513,18.803951,20.362207,-123.36735
0.020311907,24.390322,25.844728,-100.09839
0.0,0.0,25.820341,-201.0
0.0391987,31.89335,20.810179,-51.04401
0.0020428828,12.9972515,16.697363,-131.33945
0.0,0.0,14.14398,-201.0
0.0,0.0,14.608137,-201.0
0.0,0.0,26.732828,-201.0
0.0,0.0,30.588339,-201.0
0.0,0.0,31.13034,-201.0
