jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,35.258858,-201.0
0.0,0.0,33.27446,-201.0
0.0,0.0,25.778002,-201.0
0.0,0.0,7.9980845,-201.0
0.003871793,36.109768,10.834901,-47.427708
0.0035953235,47.07886,19.587912,1.8705462
0.014604133,46.334156,10.199653,7.191547
0.011610027,45.5275,10.402787,-5.5272274
0.009145866,45.161,15.154236,3.8839579
0.011728719,14.001916,14.065309,-142.15428
0.012669396,46.08606,16.344496,5.8691125
0.0017017341,45.53288,19.168993,15.717054
0.0014985646,18.426262,20.476194,-114.84845
0.0,0.0,23.965166,-201.0
0.0,0.0,9.752139,-201.0
0.0,3.724935,31.817747,-146.55
0.0,2.0421567,35.249493,-172.8593
0.0,0.0,34.766613,-201.0
0.0,0.0,35.6068,-201.0
0.0064193327,6.305584,34.41794,-112.19964
