jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,32.86808,-201.0
0.0,0.0,31.666752,-201.0
0.0,0.0,30.250914,-201.0
0.0046137944,16.365543,31.291012,-110.25045
0.013613672,36.988094,19.77357,0.7279939
0.0016326688,2.4839895,15.468538,-188.29314
0.0072872653,32.607807,16.288527,-14.215532
0.0012379172,12.271792,14.984858,-126.911224
0.005009498,15.760486,15.6361475,-106.654144
0.010298201,24.544748,20.880545,-59.199635
0.0068663796,18.473997,13.708597,-93.064674
0.010093693,27.216343,17.271376,-37.03243
0.009127374,35.73873,32.563553,-2.2277336
0.02228758,37.310062,33.530373,-15.124832
0.009150293,26.845512,11.125903,-74.36465
0.0,0.0,8.75635,-201.0
0.0,0.0,12.5827875,-201.0
0.0,0.0,10.178308,-201.0
0.0,0.0,29.528704,-201.0
0.0,0.0,32.68404,-201.0
