jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,32.93901,-201.0
0.0,0.0,33.33785,-201.0
0.0,0.0,31.790422,-201.0
0.0,0.0,29.478954,-201.0
0.009566816,20.914833,30.868,-85.136086
0.0,0.0,16.446714,-201.0
0.0051334454,29.472498,21.644299,-44.310734
0.005801744,14.34273,27.030773,-125.12567
0.01207764,16.431763,20.22822,-101.098465
0.002003517,2.0877788,25.629284,-187.38115
0.0031167483,11.358969,23.918102,-141.53462
0.01269644,8.994993,28.064192,-152.06073
0.008726764,11.915332,31.985792,-133.38354
0.0062682843,9.788292,29.273117,-139.89969
0.0021109248,9.9258995,31.982292,-138.13654
0.00442644,4.324427,19.674345,-175.51083
0.0,0.0,25.555435,-201.0
0.0,0.0,16.695194,-201.0
0.0,0.0,14.8693075,-201.0
0.0,0.0,26.866138,-201.0
