jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,29.499723,-196.18701
0.021457281,29.658365,19.308819,-3.84954
0.00467515,10.492015,13.315619,-132.94539
0.019386629,29.68809,23.317852,-11.964373
0.012403624,29.67397,22.826742,-0.64657444
0.012916272,32.62715,19.425894,10.002881
0.010564686,21.279764,32.221478,-51.956898
0.005321693,27.582052,24.624186,16.564487
0.027890535,27.733156,19.407639,0.07269369
0.012559303,14.900805,29.745829,-92.922424
0.006184273,13.111642,40.00224,-102.85972
0.011750638,18.973417,23.315088,-51.136406
0.0,0.0,23.762787,-201.0
0.033535127,18.304209,21.027496,-69.193474
0.0,0.0,35.618153,-201.0
0.0,0.0,28.926502,-201.0
0.0,0.0,26.368784,-201.0
0.0,0.0,32.66318,-201.0
0.0,0.0,32.292793,-201.0
0.0,0.0,32.307644,-201.0
