jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,32.2394,-201.0
0.0,0.0,28.607182,-201.0
0.014065986,23.170868,15.490712,-45.844307
0.010113752,30.025673,23.997784,1.1012723
0.008749392,17.146908,35.15462,-92.91857
0.005126559,21.023544,23.279995,-73.271286
0.01066769,30.672445,24.213203,2.1800833
0.021247152,29.7416,28.880375,-1.8026499
0.013397378,31.092642,29.364288,-1.0635507
0.0049688723,31.108076,36.994,-8.131807
0.023974206,26.609676,29.07331,-32.499897
0.0,0.0,9.955323,-201.0
0.0,11.019599,17.000967,-134.26859
0.012719043,31.612413,27.617144,-0.801095
0.037139315,15.920317,30.01256,-94.90762
0.0,0.0,29.669718,-201.0
0.0,0.0,28.095467,-201.0
0.0,0.0,28.035618,-201.0
0.0,0.0,31.94747,-201.0
0.0,0.0,30.255606,-201.0
