jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,31.089964,-201.0
0.0,0.0,31.774315,-201.0
0.0,0.0,30.441704,-201.0
0.0,0.0,28.473494,-201.0
0.005750109,29.715813,22.077898,-56.68318
0.05463181,42.51603,30.618906,-4.6813955
0.0089421095,45.921917,15.60336,-5.0727296
0.02441928,45.096905,20.29074,-3.7011247
0.011414592,13.86939,24.289267,-133.34761
0.0,10.278326,24.049522,-145.08937
0.0069945543,37.424107,18.573662,-0.46324834
0.014014783,18.372366,28.133713,-111.32745
0.0014756023,9.927163,29.411156,-148.29628
0.0031754707,14.148715,16.791948,-106.784294
0.0,0.0,21.287754,-201.0
0.0,0.0,28.622114,-201.0
0.0,0.0,32.011604,-201.0
0.0,0.0,30.916101,-201.0
0.0,0.0,32.03589,-201.0
0.0,0.0,33.04359,-201.0
