jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,32.722656,-201.0
0.0,0.0,30.638157,-201.0
0.0,0.0,29.153475,-201.0
0.0,0.0,30.043825,-201.0
0.008400032,14.764976,22.421091,-77.31228
0.016660837,26.972261,18.071146,5.394487
0.004227402,14.236655,15.333662,-109.259384
0.008572193,20.886011,23.244946,-33.82572
0.010672532,25.801548,27.103195,11.544606
0.004924047,27.331964,26.507334,9.7358465
0.004271371,27.47298,21.3905,2.799314
0.011900448,22.179077,29.590372,-41.885048
0.0015796189,9.904349,23.710403,-122.489624
0.0056687556,24.452696,19.037119,-47.000957
0.00042254673,7.9197187,20.233759,-141.09067
0.00587476,27.200514,27.321653,19.384872
0.01082192,17.428783,29.298666,-47.500736
0.0015036961,9.922842,21.872196,-116.37977
0.0,0.0,30.959768,-201.0
0.0,0.0,30.90744,-201.0
