jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,32.958992,-201.0
0.0,0.0,31.765785,-201.0
0.0,0.0,31.67009,-201.0
0.0,0.0,24.646992,-201.0
0.0,0.0,29.784937,-201.0
0.00909472,11.833213,24.930237,-102.007935
0.013909206,24.517492,28.559242,-0.023218328
0.014635907,23.765322,29.129187,-5.204441
0.0127022965,15.648196,25.797142,-68.01452
0.0043965993,12.859425,21.639189,-108.266975
0.0,0.0,18.483479,-201.0
0.0,0.0,26.767206,-201.0
0.002907545,7.8178577,20.79148,-126.40254
0.0,0.0,23.5849,-201.0
0.0,0.0,28.957405,-201.0
0.0,0.0,28.424162,-201.0
0.0,0.0,32.424343,-201.0
0.0,0.0,32.123978,-201.0
0.0,0.0,33.4287,-201.0
0.0,0.0,31.773756,-201.0
