jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,26.015528,-201.0
0.0,0.0,31.786903,-201.0
0.0,0.0,30.548883,-201.0
0.02190225,20.551186,13.628607,-99.29233
0.011037883,30.221506,17.839663,-62.65251
0.007293353,24.495836,18.29588,-75.724884
0.010280576,34.774845,17.867844,-16.067543
0.0,0.0,13.256616,-201.0
0.013157671,34.860985,19.835268,-71.96337
0.02499445,44.123577,28.225626,-24.481218
0.010006509,25.397314,22.352674,-80.14774
0.009614209,16.25808,20.657118,-115.48058
0.0033131049,12.267058,22.447363,-135.3508
0.010576273,20.064028,26.112251,-100.04053
0.05449313,31.712318,23.151161,-55.672913
0.0114386,32.003883,30.592867,-87.197075
0.012699078,12.8571615,32.002167,-124.68948
0.0,0.0,31.75832,-195.05833
0.0,0.0,30.810993,-201.0
0.0,0.0,30.099964,-201.0
