jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,30.761915,-201.0
0.0,0.0,31.562223,-201.0
0.0,0.0,32.05492,-201.0
0.0,2.0303392,31.983503,-190.08958
0.007427133,33.993935,18.19875,1.7202754
0.017319597,25.422312,23.848488,-42.386826
0.032617584,28.994316,25.055292,-5.2685328
0.007806335,14.363436,16.147335,-99.068016
0.008245215,9.139681,4.604126,-145.11914
0.04291625,35.471985,14.524178,4.2878857
0.020024296,17.61976,21.802345,-91.15169
0.03898421,28.306347,25.651768,-5.2923403
0.008848185,24.756666,27.827051,-21.841085
0.0009574923,11.9224415,22.669943,-128.9745
0.0030783266,17.621471,16.40117,-92.42459
0.010602004,11.496823,18.610022,-103.12954
0.0046535926,11.79108,24.647491,-99.13075
0.0,0.0,23.92848,-201.0
0.0,0.0,13.962907,-201.0
0.0,0.0,19.590288,-201.0
