jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,35.25588,-201.0
0.0,0.0,33.796528,-201.0
0.0,0.0,32.889828,-201.0
0.0,0.0,33.957436,-201.0
0.0,0.0,34.240635,-201.0
0.0,0.0,35.28573,-201.0
0.0,0.0,29.40897,-196.57443
0.006548069,28.160007,28.604046,-7.6730247
0.008068238,17.236044,23.034044,-69.69744
0.010329594,17.894863,29.127289,-61.19892
0.007809247,24.779682,32.894352,0.7835408
0.004359725,24.655539,32.369293,-2.783873
0.0015633617,5.278243,26.019958,-156.35155
0.007730096,21.776846,26.55965,-29.930258
0.0,0.0,16.666187,-201.0
0.0,0.0,19.690535,-201.0
0.0,0.0,30.939524,-201.0
0.0,0.0,32.50591,-201.0
0.0,0.0,34.735645,-201.0
0.0,0.0,32.064674,-201.0
