jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,32.77622,-201.0
0.0,0.0,30.892672,-201.0
0.0,0.0,23.386278,-201.0
0.0,0.0,27.34304,-201.0
0.0,2.0064545,26.160065,-184.48366
0.015181958,24.77667,29.252277,-1.087293
0.002445869,2.129901,20.858969,-184.47888
0.0,0.0,24.654207,-201.0
0.010064045,12.33721,16.93109,-94.27971
0.0,0.0,27.5914,-201.0
0.0,0.0,18.877108,-201.0
0.0,0.0,18.462488,-201.0
0.0,0.0,19.356882,-201.0
0.0,0.0,26.234007,-201.0
0.0,0.0,26.506554,-201.0
0.0,0.0,29.969221,-201.0
0.0,0.0,31.235708,-201.0
0.0,0.0,30.80253,-201.0
0.0,0.0,31.861893,-201.0
0.0,0.0,30.302088,-201.0
