jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,32.013214,-201.0
0.0,0.0,30.897198,-201.0
0.0,0.0,29.824013,-201.0
0.0,0.0,31.315592,-201.0
0.0,0.0,30.078514,-201.0
0.0,0.0,32.45565,-201.0
0.007961204,25.006672,23.457329,-38.423138
0.00708625,30.10653,29.660645,-31.631979
0.009455191,18.266909,34.32514,-93.278915
0.0,0.0,33.77389,-201.0
0.0,0.0,27.126905,-201.0
0.0,0.0,13.833576,-201.0
0.0,0.0,12.850229,-201.0
0.0,0.0,31.669651,-201.0
0.004005596,8.320074,18.97095,-138.31009
0.0,0.0,28.06307,-201.0
0.0,0.0,25.071354,-201.0
0.0,0.0,28.288107,-201.0
0.0,0.0,30.010448,-201.0
0.0,0.0,31.389286,-201.0
