jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,31.883242,-201.0
0.0,0.0,31.193033,-201.0
0.0,0.0,29.827469,-201.0
0.0,0.0,28.410744,-201.0
0.0,0.0,18.623497,-201.0
0.0,0.0,24.583353,-201.0
0.018336011,9.619466,27.420076,-138.40692
0.0,5.0506864,2.2517908,-172.41315
0.026321596,32.058968,27.038414,-5.3967667
0.01889533,31.644005,29.636953,-6.6698523
0.008265658,12.64243,23.513948,-119.680145
0.017554233,21.18237,27.83817,-68.37862
0.012889751,28.88799,32.558193,-6.544752
0.0148286605,29.725609,36.969467,-20.51584
0.0,0.0,26.93168,-195.98676
0.0,0.0,7.115208,-201.0
0.0,0.0,24.005585,-201.0
0.0,0.0,26.476347,-201.0
0.0,0.0,26.557539,-201.0
0.0,0.0,31.14305,-201.0
