jitterLocal_sma3nz,F0semitoneFrom27.5Hz_sma3nz,hammarbergIndex_sma3,F1amplitudeLogRelF0_sma3nz
0.0,0.0,30.340467,-201.0
0.0,0.0,31.1166,-201.0
0.0,4.202442,19.839184,-178.12973
0.05191042,35.358562,22.379425,-11.645308
0.015124632,17.61998,10.048804,-111.94142
0.008050878,21.921318,17.47882,-92.20653
0.0,0.0,17.059654,-201.0
0.01796266,34.410084,15.076563,-38.076103
0.00820696,32.535633,14.454512,-55.243813
0.017718863,41.58819,23.023193,-18.413353
0.01464549,41.218456,18.271921,1.6468213
0.034765042,32.26352,12.42459,-36.79165
0.0046015372,26.545023,14.698018,-55.98088
0.011530178,19.587229,19.645344,-76.991585
0.0,0.0,18.525742,-201.0
0.0,0.0,29.821646,-201.0
0.0,0.0,31.387476,-201.0
0.0,0.0,29.237864,-201.0
0.0,0.0,32.396923,-201.0
0.0,0.0,32.54686,-201.0
