mfcc1_sma3_1,mfcc1_sma3_2,mfcc1_sma3_3,mfcc1_sma3_4,mfcc1_sma3_5,mfcc1_sma3_6,mfcc1_sma3_7,mfcc1_sma3_8,mfcc2_sma3_1,mfcc2_sma3_2,mfcc2_sma3_3,mfcc2_sma3_4,mfcc2_sma3_5,mfcc2_sma3_6,mfcc2_sma3_7,mfcc2_sma3_8,mfcc3_sma3_1,mfcc3_sma3_2,mfcc3_sma3_3,mfcc3_sma3_4,mfcc3_sma3_5,mfcc3_sma3_6,mfcc3_sma3_7,mfcc3_sma3_8,mfcc4_sma3_1,mfcc4_sma3_2,mfcc4_sma3_3,mfcc4_sma3_4,mfcc4_sma3_5,mfcc4_sma3_6,mfcc4_sma3_7,mfcc4_sma3_8,F0semitoneFrom27.5Hz_sma3nz_1,F0semitoneFrom27.5Hz_sma3nz_2,F0semitoneFrom27.5Hz_sma3nz_3,F0semitoneFrom27.5Hz_sma3nz_4,F0semitoneFrom27.5Hz_sma3nz_5,F0semitoneFrom27.5Hz_sma3nz_6,F0semitoneFrom27.5Hz_sma3nz_7,F0semitoneFrom27.5Hz_sma3nz_8,jitterLocal_sma3nz_1,jitterLocal_sma3nz_2,jitterLocal_sma3nz_3,jitterLocal_sma3nz_4,jitterLocal_sma3nz_5,jitterLocal_sma3nz_6,jitterLocal_sma3nz_7,jitterLocal_sma3nz_8,Emotion
23.555090166666663,23.961791791666663,11.987557829166668,32.737095875,24.08928624583333,26.099482041666665,17.833846333333337,22.523186607142858,24.677250458333333,22.34609802083333,20.892760291666665,2.365016837916667,9.9695701725,-2.8666330062500003,17.018885233333332,23.37742689285715,15.249515270833331,16.03161108333333,4.9337116708333335,-6.04365813625,-7.877848945833333,-8.099283349708331,18.85454475,18.452788642857143,14.642733,10.413904358333332,10.004157344375,-1.5890532979166665,-10.075182708333337,5.174181433333334,9.836269725,10.218530442857142,0.0,7.4367035,13.8138395,28.590388208333334,10.535079125,6.664551416666668,0.0,0.0,0.0,0.00470503325,0.003280209275,0.0088863309083333,0.0025628807125,0.0009065307666666,0.0,0.0,0
19.17866263333333,27.292085799999995,34.15139316666667,28.01360469,9.782499914,27.529587433333337,21.58957858333333,20.759275916666667,19.186187478,3.712103849333333,2.921663136666667,13.316483096333334,19.469802076666667,14.80461041,19.18187653333333,24.42911963888889,13.406176732666667,2.835307586666667,-2.6638734810000004,14.918820302333332,30.6663836,29.00050033333333,31.03549223333333,13.84222848611111,6.6608519,-16.546683242666667,-9.276184858666667,-12.17212246666667,-2.558509528,2.198516913333333,0.5579992299999998,8.238675291666667,4.825694466666667,22.872102766666668,32.880778799999995,21.8161883,12.502349533333334,26.55526623333333,0.0,0.0,0.000958725,0.0456326156333333,0.0235092880166666,0.0346623283999999,0.0066939570299999,0.0101028339533333,0.0,0.0,1
22.657796893939395,20.25227207272728,30.747240696969698,27.179081333333333,22.996660242424245,34.24081,22.944573287878782,21.23097122857143,10.408130181818182,22.419205478787884,-18.87936806969697,13.58982192121212,12.364088945454546,9.69673036030303,20.440047363636364,18.81788151428572,21.42214336363636,7.868863566666667,-23.74272615454545,6.947478113333332,10.133962627272725,-15.780410657575755,10.599234590909091,13.45770340857143,-10.118273453848484,-6.123388778787879,-26.067080633333333,-25.14258069696969,-8.149993483636363,-44.65367863636364,0.3954937484848482,7.117461932571429,34.798964030303026,31.950964242424245,33.711409181818176,32.32742796969696,16.046902878787876,14.893956454545457,0.0,0.0,0.0248888307545454,0.0161828423666666,0.0065068358545454,0.0177608431060606,0.004691650460606,0.0031251040696969,0.0,0.0,1
21.350707297297298,25.46521989189189,3.5121669459459484,24.216714540540544,26.904472632432427,29.45167848648649,13.228211632432432,10.543854341351352,24.623557918918923,17.061269048648647,11.909046372972972,-5.427828787837838,-1.572902321891892,18.8199273,10.263209512702703,27.406301648648647,15.727573959459455,13.773540281891892,10.21582642737838,-8.900732783783786,-2.454294724324324,6.773536137567568,11.045378835135136,16.24535601351351,6.578160102702701,7.02054647837838,-13.836600056756756,-29.01586303027027,-8.646254654054054,-22.506149860540543,8.267402825675678,2.466626105405405,0.0,12.04474208108108,9.96856008108108,17.37176824324325,13.682214486486483,18.03459221621621,2.702890945945946,0.0,0.0,0.0347659417567567,0.0098921576486486,0.0162015528,0.0170013324648648,0.0085664252324324,0.0006435300297297,0.0,1
19.06006889473684,36.60767626315789,32.507917368421055,17.728998662105266,1.30327483,30.191519,29.787356842105265,19.543268000000005,24.60667921052632,10.50234294,5.214076310526316,23.993766105263155,34.22658894736842,14.499467247368424,9.494719777894735,26.71236896153846,10.876303031578948,-4.126934302105262,-1.3176987000000004,7.999190150526317,4.41971604831579,-3.9603240947368414,-8.654347336842108,16.49432794230769,7.4868375999999985,-23.57909538947368,0.6481824785789473,7.482798956842104,19.403173697368423,-9.098685466842106,-16.09319218789474,9.00574761923077,2.4758024736842104,8.880591631578946,27.40413431578948,0.0,2.578283421052632,3.8528655789473687,0.0,0.0,0.0048280123157894,0.0083004598631578,0.0158658421894736,0.0,0.0,0.0051439247368421,0.0,0.0,0
19.48667347368421,21.61277147368421,26.20777275578948,32.51247226315789,26.90070152631579,30.806165736842104,21.37372536842105,22.27834084615385,23.48593436842105,20.138728442105265,20.73165334210526,-0.8667790831578944,9.85816440526316,8.806099252631578,6.147541691578947,20.62007369230769,15.620629026315791,20.753718263157896,-0.7599838094736844,-14.329272315789472,-3.8607183510526313,-14.832973210526314,13.480076410526316,14.651407826923078,13.240556750526316,3.5168867,-11.06314321736842,-17.360053784210525,-5.845111842105262,-31.06424757789474,7.589682584210526,14.075817826923078,0.0,8.845752894736842,17.499439368421054,27.708209947368424,9.502418999999998,15.377347210526317,0.0,0.0,0.0,0.0032708907368421,0.0147599291315789,0.0745071866842105,0.0056835971999999,0.0065032672105263,0.0,0.0,0
21.51015520689656,15.226840800000002,26.17421993103448,30.00019762068965,15.830258710344827,21.615075337931035,19.485400272413788,21.385606575757578,27.06608820689655,3.964231213793104,-5.966088279310346,-1.051950967586207,13.00366840724138,18.716765741379305,4.809561690689654,25.78603509090909,14.52046248275862,3.7996039275862072,-3.9159655372413793,1.9598643158620683,4.518349302241379,0.2916060910344829,8.002620581379311,16.659302560606058,11.221942003448277,-11.303810813793106,-34.646700413793106,-13.5672746,-11.267550796551724,-0.7876520951724137,0.9906332025172414,9.905200733333333,5.81548072413793,20.81270910344828,34.61289410344828,14.840372793103448,6.223975413793103,0.0,0.0,0.0,0.0256472275862068,0.0215956874482758,0.0238309617586206,0.0080075274482758,0.000855563137931,0.0,0.0,0.0,1
23.267091857142866,23.187598178571427,30.00794917857143,31.54566364285714,10.868202044285711,29.55665294642857,27.43596292857143,22.33346463333333,25.82468575,17.17826,-14.369811257142857,-4.741037646428572,21.77247239285714,-3.875855467857143,9.035001903571429,25.575151566666666,14.959495178571428,16.283086107142857,12.27334236964286,11.437817557142855,8.618528475,10.968332426785716,1.7586710903571432,13.414414316666669,7.425580246428573,3.270823875000001,-35.02267764285714,-23.47048975,-9.184835830714288,-5.044123396428572,0.7755861535714285,6.138876543333335,0.0,6.598079392857143,37.58943557142857,31.093921857142853,30.352036857142856,7.367807785714286,0.0,0.0,0.0,0.0033807928928571,0.0098248244607142,0.0132607611678571,0.0118399012571428,0.003415293,0.0,0.0,1
20.510367586206893,17.606688882758622,17.94848548275862,18.618837689655173,17.804268603448275,22.88730141379311,23.041800413793105,21.92747575862069,24.358790689655176,5.401903524137933,-11.42060810689655,-13.96630684137931,-23.66770142206897,-4.664191296551723,25.413802172413792,25.427454827586203,14.387078413793104,3.3825671241379305,-14.13681546551724,-11.444200697,-26.61487696551724,-6.784342269310344,12.540458793103449,14.28535420689655,4.644346553793104,-7.751445835862069,-20.60904379310345,-14.527497803448274,-28.22536586206897,2.6718491931034483,5.578263141379312,4.95513678137931,0.0,23.817521137931035,41.36822179310345,28.31031689655173,28.07604455172414,0.0,0.0,0.0,0.0,0.0083600152034482,0.0092467077310344,0.0061663850068965,0.0040347973034482,0.0,0.0,0.0,1
19.008595473684213,23.21454828947368,25.48765647631579,35.915153157894736,30.620460157894733,24.634899526315785,30.047150789473683,21.90777753488372,23.574942,23.72658,21.302102705263152,12.910705286842106,18.18669778539473,22.40671053236841,23.810170834210528,23.57195039534884,16.258881710526314,20.98441821052632,10.270279704210523,-9.671812641578946,5.631992365789474,14.044898257894737,-0.2086302089473681,12.028957055813954,8.745842839473683,8.003595894736844,-0.3069275289473683,-21.297923644736844,-8.810272963684211,2.965843807894737,-25.430349234210524,3.070950041860465,0.0,15.797850710526316,13.434711263157894,9.396721210526318,0.0,1.5520611842105263,0.0,0.0,0.0,0.0074012478421052,0.0120420312368421,0.0038318948447368,0.0,0.0,0.0,0.0,1
